id;certificado;cuit;laboratorio;gtin;troquel;comercial;forma;generico;pais;expendio;trazabilidad;presentacion;precio;es_hospitalario
181.840;55105;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;587868;Hepachofa Hepat;Comprimido Recubierto;Acido Dehidrocolico 100 Mg + Extracto De Alcachofa 100 Mg;;Venta Libre;Fuera de disposición;Blister Por 20 Unidades;43,9;0
184.125;42973;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;375403;Amoxicilina Fecofar;Comprimido Recubierto;Amoxicilina Anhidra (Como Trihidrato) 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 208 Unidades;;1
184.127;42973;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;375403;Amoxicilina Fecofar;Comprimido Recubierto;Amoxicilina Anhidra (Como Trihidrato) 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 504 Unidades;;1
184.124;42973;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;375403;Amoxicilina Fecofar;Comprimido Recubierto;Amoxicilina Anhidra (Como Trihidrato) 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 16 Unidades;43,39;0
184.123;42973;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;375403;Amoxicilina Fecofar;Comprimido Recubierto;Amoxicilina Anhidra (Como Trihidrato) 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 8 Unidades;23,13;0
182.063;42973;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;375429;Amoxicilina Fecofar;Suspension Para Preparacion Extemporanea;Amoxicilina Trihidrato 250 Mg / 5 Ml;;Bajo Receta Archivada;Fuera de disposición;Frasco Por 60 Ml;28,66;0
182.013;45270;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;418922;Urtikalma;Locion;Difenhidramina 1 G + Calamina 8,1 G;;Venta Libre;Fuera de disposición;Frasco Por 120 Ml;51,55;0
194.209;53267;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;556797;Alergitrat L;Comprimido;Loratadina 10 Mg;;Venta Libre;Fuera de disposición;Blister Por 30 Unidades;47,11;0
173.564;53267;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;556797;Alergitrat L;Comprimido;Loratadina 10 Mg;;Venta Libre;Fuera de disposición;Blister Por 10 Unidades;18,39;0
182.542;53267;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;556797;Alergitrat L;Comprimido;Loratadina 10 Mg;;Venta Libre;Fuera de disposición;Blister Por 100 Unidades;;1
182.554;43113;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;377277;Duflegrip;Comprimido Recubierto;Paracetamol 500 Mg + Pseudoefedrina Sulfato 60 Mg + Bromhexina Clorhidrato 8 Mg + Maleato De Clorfeniramina 4 Mg;;Bajo Receta;Fuera de disposición;Blister Por 20 Unidades;54,76;0
175.652;43113;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;377277;Duflegrip;Comprimido Recubierto;Paracetamol 500 Mg + Pseudoefedrina Sulfato 60 Mg + Bromhexina Clorhidrato 8 Mg + Maleato De Clorfeniramina 4 Mg;;Bajo Receta;Fuera de disposición;Blister Por 500 Unidades;;1
183.206;38711;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;309147;Paracetamol Fecofar;Gotas;Paracetamol 10 Mg / 100 Ml;;Bajo Receta;Fuera de disposición;Frasco Gotero Por 20 Ml;24,3;0
183.352;42973;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;375437;Amoxicilina Fecofar;Suspension Para Preparacion Extemporanea;Amoxicilina Trihidrato 500 Mg / 5 Ml;;Bajo Receta Archivada;Fuera de disposición;Frasco Por 120 Ml;70,67;0
184.122;42973;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;375437;Amoxicilina Fecofar;Suspension Para Preparacion Extemporanea;Amoxicilina Trihidrato 500 Mg / 5 Ml;;Bajo Receta Archivada;Fuera de disposición;Frasco Por 90 Ml;47,22;0
183.350;42973;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;375437;Amoxicilina Fecofar;Suspension Para Preparacion Extemporanea;Amoxicilina Trihidrato 500 Mg / 5 Ml;;Bajo Receta Archivada;Fuera de disposición;Frasco Por 60 Ml;34,05;0
173.894;19607;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;28284;Lemil;Polvo Dermico;Bismuto (Subgalato) 5 G % + Resorcina 1,5 G % + Bismuto (Como Salicilato) 5 G %;;Venta Libre;Fuera de disposición;Talquera Por 80 G;51,67;0
183.510;27664;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;28325;Fungocop;Polvo Dermico;Acido Undecilenico 2,5 G % + Undecilenato De Cinc 15 G % + Zinc Caprilato 10 G % + Acido Borico 1 G %;;Venta Libre;Fuera de disposición;Talquera Por 60 G;52,39;0
183.717;50492;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;506953;Cefalexina Fecofar;Comprimido;Cefalexina Monohidrato 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 16 Unidades;84,43;0
183.716;50492;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;506953;Cefalexina Fecofar;Comprimido;Cefalexina Monohidrato 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 8 Unidades;44,67;0
173.190;50492;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;506953;Cefalexina Fecofar;Comprimido;Cefalexina Monohidrato 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 208 Unidades;;1
173.571;32197;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;28242;Aspirina Fecofar;Comprimido;Aspirina 500 Mg;;Venta Libre;Fuera de disposición;Blister Por 100 Unidades;32,15;0
178.257;32197;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;28242;Aspirina Fecofar;Comprimido;Aspirina 500 Mg;;Venta Libre;Fuera de disposición;Blister Por 500 Unidades;;1
183.407;53191;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;556042;Lefa Enteril L;Comprimido;Loperamida Clorhidrato 2 Mg/Comprimido;;Venta Libre;Fuera de disposición;Blister Por 100 Unidades;;1
183.406;53191;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;556042;Lefa Enteril L;Comprimido;Loperamida Clorhidrato 2 Mg/Comprimido;;Venta Libre;Fuera de disposición;Blister Por 10 Unidades;25,16;0
173.594;40855;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;362913;Ibuprofeno Fecofar Vl;Comprimido;Ibuprofeno 400 Mg;;Venta Libre;Fuera de disposición;Blister Por 20 Unidades;18,47;0
173.595;40855;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;362913;Ibuprofeno Fecofar Vl;Comprimido;Ibuprofeno 400 Mg;;Venta Libre;Fuera de disposición;Blister Por 500 Unidades;;1
155.649;32198;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;28870;Alergitrat;Comprimido;Clorfeniramina Maleato 4 Mg/Comprimido;;Bajo Receta;Fuera de disposición;Blister Por 20 Unidades;44,55;0
171.857;40855;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;564468;Ibuprofeno Fecofar 600;Comprimido;Ibuprofeno 600 Mg/Comprimido;;Bajo Receta;Fuera de disposición;Blister Por 10 Unidades;28,48;0
171.859;40855;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;564468;Ibuprofeno Fecofar 600;Comprimido;Ibuprofeno 600 Mg/Comprimido;;Bajo Receta;Fuera de disposición;Blister Por 100 Unidades;;1
173.887;40855;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;564468;Ibuprofeno Fecofar 600;Comprimido;Ibuprofeno 600 Mg/Comprimido;;Bajo Receta;Fuera de disposición;Blister Por 20 Unidades;52,55;0
171.923;40855;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;554742;Ibuprofeno Fecofar;Suspension Oral;Ibuprofeno 2 G / 100 Ml;;Venta Libre;Fuera de disposición;Frasco Por 200 Ml;;1
173.897;26773;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;48901;Bideon;Colirio;Antipirina 400 Mg + Lidocaina Clorhidrato 50 Mg / 100 Mg + Nafazolina Clorhidrato 50 Mg;;Bajo Receta;Fuera de disposición;Frasco Por 10 Ml;50,38;0
194.446;56307;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;610671;Fenogynol;Ovulo;Metronidazol 300 Mg + Neomicina Sulfato 48,8 Mg + Polimixina B    Sulfato 4,4 Mg + Centella Asiatica  15 Mg + Miconazol Nitrato 100 Mg;;Bajo Receta;Fuera de disposición;Tira Por 12 Unidades;123,1;0
172.324;56307;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;610671;Fenogynol;Ovulo;Metronidazol 300 Mg + Neomicina Sulfato 48,8 Mg + Polimixina B    Sulfato 4,4 Mg + Centella Asiatica  15 Mg + Miconazol Nitrato 100 Mg;;Bajo Receta;Fuera de disposición;Tira Por 6 Unidades;67,14;0
172.642;33954;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;161133;Dexametasona Fecofar;Comprimido;Dexametasona ,5 Mg/Comprimido;;Bajo Receta;Fuera de disposición;Blister Por 20 Unidades;24,65;0
173.169;54045;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;569213;Branzol;Jarabe;Ambroxol Clorhidrato 300 Mg %;;Venta Libre;Fuera de disposición;Frasco Por 120 Ml;49,43;0
173.172;54797;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;581255;Lipokemia 10;Comprimido Recubierto;Atorvastatina Calcica 10 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 30 Unidades;216,1;0
173.175;54797;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;581268;Lipokemia 20;Comprimido Recubierto;Atorvastatina Calcica 20 Mg;;Bajo Receta;1831/12 Anexo;Blister Por 30 Unidades;366,14;0
173.178;55606;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;598184;Antipresol;Comprimido Recubierto;Losartan Potasico 50 Mg;;Bajo Receta;Fuera de disposición;Blister Por 30 Unidades;230,28;0
173.576;53686;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;562713;Bideon Biotic Plus;Suspension Oftalmica;Tobramicina 3 Mg / 1 Ml + Dexametasona 1 Mg / 1 Ml;;Bajo Receta;3683/11;Frasco Por 5 Ml;64,95;0
173.583;15969;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;31170;Drynisan;Gotas Nasales;Nafazolina Clorhidrato ,1 G + Mepiramina Maleato ,2 G;;Bajo Receta;Fuera de disposición;Frasco Gotero Por 15 Ml;26,79;0
173.585;43113;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;377285;Duflegrip;Jarabe;Paracetamol 2,5 G / 100 Ml + Pseudoefedrina Sulfato 600 Mg / 100 Ml + Bromhexina Clorhidrato 80 Mg / 100 Ml + Maleato De Clorfeniramina 40 Mg / 100 Ml;;Bajo Receta;Fuera de disposición;Frasco Por 120 Ml;61,03;0
173.588;53698;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;562726;Fungocop Premium;Crema Dermica;Clotrimazol 1 G %;;Venta Libre;Fuera de disposición;Pomo Por 20 G;44,69;0
174.600;54994;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;585597;Niblet;Solucion Para Nebulizacion;Salbutamol Sulfato ,5 Gr/100 Ml;;Bajo Receta;Fuera de disposición;Frasco Por 20 Ml;41,87;0
174.616;56290;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;610039;Duflegrip Plus;Comprimido;Paracetamol 500 Mg + Bromhexina Clorhidrato 8 Mg + Pseudoefedrina Sulfato 60 Mg;;Bajo Receta;Fuera de disposición;Blister Por 20 Unidades;54,76;0
174.979;44511;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;402107;Capitis;Crema Enjuague Capilar Medicamentosa;Permetrina 1 G / 100 G;;Venta Libre;Fuera de disposición;Frasco Por 120 Ml;38,98;0
176.119;40855;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;614000;Iibuprofeno Fecofar;Suspension Oral;Ibuprofeno 4 G / 100 Ml;;Bajo Receta;Fuera de disposición;Frasco Por 90 Ml;58,7;0
194.445;56445;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;0000;Duflegrip Free;Comprimido Recubierto;Paracetamol 500 Mg + Fenilefrina Clorhidrato 6 Mg;;Venta Libre;Fuera de disposición;Blister Por 20 Unidades;48,11;0
176.407;32198;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;170150;Alergitrat;Jarabe;Clorfeniramina 50 Mg %;;Bajo Receta;Fuera de disposición;Frasco Por 120 Ml;44,55;0
177.112;55574;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;596784;Plenobiotic Duo;Comprimido Recubierto;Acido Clavulanico (Como Clavulanato De Potasio) 125 Mg + Amoxicilina Trihidrato 875 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 14 Unidades;185,92;0
173.577;46672;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;437386;Catarrosine Nf;Jarabe;Bromhexina Clorhidrato ,08 G / 100 Ml;;Venta Libre;Fuera de disposición;Frasco Por 120 Ml;46,77;0
171.921;40855;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;554742;Ibuprofeno Fecofar;Suspension Oral;Ibuprofeno 2 G / 100 Ml;;Venta Libre;Fuera de disposición;Frasco Por 90 Ml;35,13;0
177.880;53800;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;565155;Bideon Biotic;Colirio;Tobramicina 3 Mg / 1 Ml;;Bajo Receta;Fuera de disposición;1 Frasco Por 5 Ml;59,11;0
173.899;51537;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;533700;Iglodine Flex;Comprimido;Diclofenaco Sodico 50 Mg + Pridinol Mesilato 4 Mg;;Bajo Receta;Fuera de disposición;Blister Por 100 Unidades;;1
178.200;51537;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;533700;Iglodine Flex;Comprimido;Diclofenaco Sodico 50 Mg + Pridinol Mesilato 4 Mg;;Bajo Receta;Fuera de disposición;Blister Por 30 Unidades;151,1;0
178.198;51537;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;533700;Iglodine Flex;Comprimido;Diclofenaco Sodico 50 Mg + Pridinol Mesilato 4 Mg;;Bajo Receta;Fuera de disposición;Blister Por 10 Unidades;64,34;0
173.569;53733;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;563755;Amoxicilina Fecofar Duo;Comprimido Recubierto;Amoxicilina Trihidrato 875 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 14 Unidades;70,98;0
173.528;53733;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;563755;Amoxicilina Fecofar Duo;Comprimido Recubierto;Amoxicilina Trihidrato 875 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 112 Unidad;;1
178.319;53733;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;563768;Amoxicilina Fecofar Duo;Suspension Oral;Amoxicilina Trihidrato 750 Mg / 5 Ml;;Bajo Receta Archivada;Fuera de disposición;Frasco Por 70 Ml;76,64;0
178.359;53687;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;562600;Fungocop Cr;Crema;Acido Salicilico 1 G % + Acido Undecilenico 2 G % + Propionato De Sodio 10 G % + Undecilenato De Zinc 10 G %;;Venta Libre;Fuera de disposición;Pomo Por 20 G;44,69;0
198.833;55849;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;602042;Septocort 500;Comprimido Recubierto;Ciprofloxacino Clorhidrato Monohidrato 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 100 Unidades;;0
178.669;55849;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;602042;Septocort 500;Comprimido Recubierto;Ciprofloxacino Clorhidrato Monohidrato 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 10 Unidades;143,45;0
178.813;54044;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;569200;Bideon Free;Solucion Oftalmica;Efedrina 100 Mg % + Antipirina 400 Mg %;;Bajo Receta;Fuera de disposición;Frasco Por 10 Ml;47,73;0
178.945;50492;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;506981;Cefalexina Fecofar;Polvo Para Suspensión Oral;Cefalexina Monohidrato 500 Mg / 5 Ml;;Bajo Receta Archivada;Fuera de disposición;Frasco Por 90 Ml;92,92;0
173.581;50492;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;506981;Cefalexina Fecofar;Polvo Para Suspensión Oral;Cefalexina Monohidrato 500 Mg / 5 Ml;;Bajo Receta Archivada;Fuera de disposición;Frasco Por 60 Ml;70,01;0
173.582;42760;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;373382;Dermosona;Crema;Betametasona 17-Valerato 100 Mg + Miconazol Nitrato 2 G + Gentamicina Sulfato 100 Mg;;Bajo Receta;Fuera de disposición;Pomo Por 20 G;67,7;0
173.568;37573;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;281478;Ampicilina Fecofar;Comprimido;Ampicilina Trihidrato 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 504 Unidades;;1
179.010;37573;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;281478;Ampicilina Fecofar;Comprimido;Ampicilina Trihidrato 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 16 Unidades;46,88;0
180.460;37573;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;281478;Ampicilina Fecofar;Comprimido;Ampicilina Trihidrato 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 208 Unidades;;1
179.009;37573;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;281478;Ampicilina Fecofar;Comprimido;Ampicilina Trihidrato 500 Mg;;Bajo Receta Archivada;Fuera de disposición;Blister Por 8 Unidades;25,37;0
181.842;55105;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;587868;Hepachofa Hepat;Comprimido Recubierto;Acido Dehidrocolico 100 Mg + Extracto De Alcachofa 100 Mg;;Venta Libre;Fuera de disposición;Blister Por 100 Unidades;;1
173.889;55553;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;595984;Lefanteril;Comprimido;Ftalilsulfatiazol 500 Mg + Caolin 150 Mg + Carbon Activado 150 Mg + Neomicina Sulfato 50 Mg;;Bajo Receta;Fuera de disposición;Blister Por 20 Unidades;54,05;0
181.856;55553;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;595984;Lefanteril;Comprimido;Ftalilsulfatiazol 500 Mg + Caolin 150 Mg + Carbon Activado 150 Mg + Neomicina Sulfato 50 Mg;;Bajo Receta;Fuera de disposición;Blister Por 100 Unidades;;1
181.862;55574;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;596797;Plenobiotic Duo;Polvo Para Suspensión Oral;Acido Clavulanico (Como Clavulanato De Potasio) 57 Mg + Amoxicilina Trihidrato 400 Mg;;Bajo Receta Archivada;Fuera de disposición;Frasco Por 70 Ml;109,9;0
181.876;34535;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;210641;Furosemida Fecofar;Comprimido;Furosemida 40 Mg/Comprimido;;Bajo Receta;Fuera de disposición;Blister Por 100 Unidades;;1
181.875;34535;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;210641;Furosemida Fecofar;Comprimido;Furosemida 40 Mg/Comprimido;;Bajo Receta;Fuera de disposición;Blister Por 50 Unidades;103,42;0
181.874;34535;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;210641;Furosemida Fecofar;Comprimido;Furosemida 40 Mg/Comprimido;;Bajo Receta;Fuera de disposición;Blister Por 30 Unidades;62,14;0
178.671;42973;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;375429;Amoxicilina Fecofar;Suspension Para Preparacion Extemporanea;Amoxicilina Trihidrato 250 Mg / 5 Ml;;Bajo Receta Archivada;Fuera de disposición;Frasco Por 120 Ml;52,5;0
182.065;42973;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;375429;Amoxicilina Fecofar;Suspension Para Preparacion Extemporanea;Amoxicilina Trihidrato 250 Mg / 5 Ml;;Bajo Receta Archivada;Fuera de disposición;Frasco Por 90 Ml;40,48;0
174.679;54350;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;574071;Magnal;Pomada;Hidrocortisona Acetato ,25 G / 100 G + Lidocaina 5 G / 100 G;;Bajo Receta;Fuera de disposición;Pomo Por 20 G;57,32;0
179.318;27064;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;48860;Caramelos Antibioticos Fecofar;Caramelo;Tirotricina 1,04 Mg + Benzocaina 20,7 Mg;;Venta Libre;Fuera de disposición;Envase Por 10 Unidades;40,15;0
173.890;38711;30537234845;Laboratorio Fecofar De La Federacion Argentina De Cooperativas Farmaceuticas Coop.Ltda.;;309139;Paracetamol Fecofar;Comprimido;Paracetamol 500 Mg;;Venta Libre;Fuera de disposición;Blister Por 20 Unidades;15,4;0
177.873;52231;30707293655;Laboratorio Indeco S.A.;;;Bariomed;Suspension Rectal/Enema;Sulfato De Bario 66,67 G %;;Bajo Receta;;Bolsa Por 1;;0
174.688;52683;30707293655;Laboratorio Indeco S.A.;;547413;Otrix - Crem;Crema;Clotrimazol 1 G / 100 G;;Venta Libre;Fuera de disposición;Pomo Por 20;;0
178.149;52902;30707293655;Laboratorio Indeco S.A.;;552939;Rilow;Comprimido;Alprazolam 2 Mg;;Bajo Receta Archivada (Psicotropicos Lista Iv);247/13;Blister Por 30 -;;0
184.014;50398;30707293655;Laboratorio Indeco S.A.;;770250;Sicotral;Comprimido Recubierto;Paroxetina Clorhidrato Hemihidrato 20 Mg;;Bajo Receta Archivada (Psicotropicos Lista Iv);Fuera de disposición;1 Blister Por 500 -;;1
184.015;50398;30707293655;Laboratorio Indeco S.A.;;770250;Sicotral;Comprimido Recubierto;Paroxetina Clorhidrato Hemihidrato 20 Mg;;Bajo Receta Archivada (Psicotropicos Lista Iv);Fuera de disposición;1 Blister Por 30 -;;0
179.118;51820;30707293655;Laboratorio Indeco S.A.;;533026;Nikor;Comprimido;Amlodipina Besilato 5 Mg/Comprimido;;Bajo Receta;1831/12 Art. 12;Blister Por 30 -;;0
175.706;51820;30707293655;Laboratorio Indeco S.A.;;533026;Nikor;Comprimido;Amlodipina Besilato 5 Mg/Comprimido;;Bajo Receta;1831/12 Art. 12;Blister Por 500 -;;1
175.709;51820;30707293655;Laboratorio Indeco S.A.;;533039;Nikor;Comprimido;Amlodipina Besilato 10 Mg/Comprimido;;Bajo Receta;1831/12 Art. 12;Blister Por 500 -;;1
179.121;51820;30707293655;Laboratorio Indeco S.A.;;533039;Nikor;Comprimido;Amlodipina Besilato 10 Mg/Comprimido;;Bajo Receta;1831/12 Art. 12;Blister Por 30 -;;0
199.138;53056;30707293655;Laboratorio Indeco S.A.;;555384;Sincol;Comprimido Recubierto;Atorvastatina (Como Atorvastatina Cálcica) 10 Mg;;Bajo Receta;1831/12 Art. 12;Blister Por 500 -;;1
182.583;53056;30707293655;Laboratorio Indeco S.A.;;555384;Sincol;Comprimido Recubierto;Atorvastatina (Como Atorvastatina Cálcica) 10 Mg;;Bajo Receta;1831/12 Art. 12;Blister Por 30 -;;0
182.593;53056;30707293655;Laboratorio Indeco S.A.;;555397;Sincol;Comprimido Recubierto;Atorvastatina (Como Atorvastatina Cálcica) 20 Mg;;Bajo Receta;1831/12 Art. 12;Blister Por 30 -;;0
180.731;56517;30707293655;Laboratorio Indeco S.A.;;7715778;Bafen;Comprimido;Baclofeno 10 Mg;;Bajo Receta Archivada;Fuera de disposición;5 Blister Por 10 -;;0
181.327;52683;30707293655;Laboratorio Indeco S.A.;;;Otrix - Crem;Spray Dermico;Clotrimazol 1 G / 100 Ml;;Venta Libre;;Envase Por 60;;0
181.594;52304;30707293655;Laboratorio Indeco S.A.;;541142;Celonfex;Comprimido Recubierto;Sertralina Clorhidrato 50 Mg/Comprimido;;Bajo Receta Archivada;1831/12 Art. 12;Blister Por 500 -;;1
